num,ms,ok
2,28.605223,true
2,5.454063,true
2,6.445885,true
2,8.290768,true
2,15.219688,true
2,32.764673,true
2,66.308737,true
2,155.883789,true
2,363.378048,true
2,835.195303,true
2,2107.379198,true
2,5534.737587,true
2,14078.449011,true
2,34559.916973,true
2,81449.230433,true
2,192515.510082 ,true
2,429169.717550,true
